pool_composition,strict_e2e,wrong_contract_false_trigger_rate,correct_contract_selection_rate
random_distractors,0.6711538461538461,0.19230769230769232,0.6634615384615384
same_domain_distractors,0.6711538461538461,0.19230769230769232,0.6634615384615384
broad_distractors,0.6730769230769231,0.19230769230769232,0.6653846153846154
action_similar_distractors,0.6730769230769231,0.19230769230769232,0.6653846153846154
guard_similar_distractors,0.6730769230769231,0.19230769230769232,0.6653846153846154
conflict_inducing_distractors,0.6730769230769231,0.19230769230769232,0.6653846153846154
