error_bucket,n,retrieval_score,guard_score,action_score,intent_family_score,bonus,base_score,specificity,final_score,success_rate
conflict_fire,45,0.13097798778523215,0.04891614721380814,0.09196487115191367,0.5555555555555556,0.22,0.17353566445873383,0.1350971656935727,0.45652321346305597,0.0
false_fire_contract_swap,22,0.14291176609116563,0.037087052480401096,0.10037986492695833,0.0,0.22,0.18284155331506566,0.14291176609116563,0.3731698457999281,0.0
false_fire_near_miss,12,0.18844457667027945,0.08962830251291339,0.16132830853609198,0.5,0.18333333333333335,0.2646279748094678,0.19713919232306962,0.32866047320885083,0.0
false_fire_wrong_scope,8,0.11445093435378867,0.05405181053558593,0.1076222382474708,1.0,0.22,0.16297721812989074,0.11868663827679382,0.3708992781478955,0.0
missed_fire,15,0.02214523111304202,0.013688932665528923,0.006060606060606061,0.26666666666666666,0.0,0.029135955694405104,0.02214523111304202,0.03014523111304202,0.0
missed_indirect_trigger,28,0.0,0.0,0.0,0.17857142857142858,0.07071428571428572,0.0,0.0,0.07535714285714287,0.0
other,933,0.08173063348588695,0.02727583597888944,0.053925002586018615,0.22293676312968919,0.0332475884244373,0.10612221852394738,0.08425231808476534,0.2033985463951535,0.9871382636655949
true_fire,497,0.06880158267941593,0.03263099223530599,0.03695033260809267,0.4024144869215292,0.21911468812877266,0.09109156272556149,0.06964901748514526,0.4087249547201609,0.9235412474849095
